year,rid,rvote,stt,eth,inc,age,sex,edu,mar,rel,chu,kid,regist,weight
2008,80784,0,NY,White,$20-40k,30-44,Male,Coll,Married,Jewish,Nonattenders,,registered,3.84444451332092
2008,2881,1,NJ,White,$150k+,45-64,Female,HS,Married,Catholic,Rare attenders,,registered,1.44200003147125
2008,1641,0,MT,White,$20-40k,45-64,Female,Coll,Married,Protestant (not born-again),Frequent attenders,,registered,2.26530623435974
2008,113,1,VA,White,$40-75k,30-44,Male,< HS,Married,Born-again Protestant,,Kids,registered,7.54285717010498
2008,894,0,CA,Hispanic,$150k+,65+,Male,Post-Grad,Single,Catholic,"Very frequent
church attenders",,registered,3.37777781486511
2008,820,1,NY,White,$75-150k,45-64,Male,Some Coll,Married,No religion,Nonattenders,No Kids,registered,2.37037038803101
2008,31158,0,OH,White,$150k+,18-29,Male,HS,Single,Catholic,"Very frequent
church attenders",,registered,4.06666660308838
2008,36,1,NY,White,$75-150k,65+,Male,Coll,Single,Catholic,Nonattenders,,registered,1.46666669845581
2008,467,0,IL,Black,$40-75k,30-44,Male,Coll,Married,Protestant (not born-again),"Occasional
attenders",,registered,1.057000041008
2008,780,0,NJ,Black,$20-40k,30-44,Female,HS,Single,Born-again Protestant,"Occasional
attenders",,registered,2.21399998664856
2008,253,1,TX,White,$40-75k,30-44,Female,Post-Grad,Married,Protestant (not born-again),,Kids,registered,3.82857131958008
2008,1248,0,MN,White,$75-150k,45-64,Female,Post-Grad,Single,Protestant (not born-again),,No Kids,registered,1.68571424484253
2008,974,1,MI,White,$75-150k,45-64,Female,Coll,Married,Protestant (not born-again),Frequent attenders,,registered,1.75555551052094
2008,10120,0,GA,Black,$20-40k,45-64,Female,Some Coll,Married,Born-again Protestant,,No Kids,registered,1.74285709857941
2008,894,0,WV,White,$75-150k,30-44,Female,Coll,Married,Protestant (not born-again),"Occasional
attenders",Kids,registered,2.33333325386047
2008,1629,1,ID,White,$40-75k,30-44,Male,Post-Grad,Married,Mormon,Frequent attenders,,registered,3.40816330909729
2008,51140,0,NC,White,$0-20k,18-29,Male,Some Coll,Single,Born-again Protestant,"Occasional
attenders",,registered,1.52600002288818
2008,20027,0,FL,Hispanic,$0-20k,65+,Male,Coll,Married,Catholic,Rare attenders,No Kids,registered,2.2380952835083
2008,741,0,CA,White,$40-75k,30-44,Female,Some Coll,Married,Catholic,Rare attenders,Kids,registered,4.61904764175415
2008,10797,0,OK,White,$0-20k,30-44,Female,HS,Married,Born-again Protestant,Rare attenders,No Kids,registered,4.66666650772095
2008,2668,0,FL,Black,$20-40k,45-64,Female,HS,Single,Protestant (not born-again),Frequent attenders,,registered,1.3400000333786
2008,445,0,OR,White,$75-150k,45-64,Male,Post-Grad,Married,Catholic,,No Kids,registered,1.62857139110565
2008,2081,0,NC,White,$0-20k,18-29,Male,HS,Married,Born-again Protestant,Frequent attenders,,registered,1.38900005817413
2008,345,1,NC,White,$40-75k,65+,Male,Some Coll,Married,Born-again Protestant,"Occasional
attenders",,registered,1.55555558204651
2008,1400,1,TX,White,$40-75k,18-29,Male,Coll,Single,No religion,Nonattenders,,registered,2.93333339691162
2008,967,1,CA,White,$75-150k,30-44,Female,Post-Grad,Married,Catholic,Frequent attenders,Kids,registered,6.44444465637207
2008,2363,0,TX,White,$40-75k,18-29,Male,Some Coll,Single,No religion,"Occasional
attenders",,registered,0.751999974250793
2008,1754,0,CA,White,$75-150k,45-64,Male,Coll,Single,No religion,Nonattenders,,registered,2.20000004768372
2008,20481,0,TX,Hispanic,$40-75k,30-44,Male,Coll,Single,Catholic,Frequent attenders,,registered,2.36734700202942
2008,644,1,NE,White,$150k+,45-64,Female,Some Coll,Married,Catholic,Frequent attenders,No Kids,registered,2.2564103603363
2008,61,1,PA,White,$75-150k,65+,Male,Post-Grad,Married,Born-again Protestant,"Very frequent
church attenders",,registered,1.31111109256744
2008,2130,1,TX,White,$75-150k,45-64,Female,HS,Married,Born-again Protestant,Frequent attenders,,registered,1.15100002288818
2008,11399,0,ND,White,$40-75k,45-64,Male,Post-Grad,Married,Protestant (not born-again),Frequent attenders,No Kids,,1.11904764175415
2008,1426,1,NJ,White,$75-150k,30-44,Female,Coll,Married,Catholic,"Occasional
attenders",,registered,1.04499995708466
2008,33,1,NJ,White,$75-150k,45-64,Male,Coll,Single,Born-again Protestant,Rare attenders,,registered,1.84444439411163
2008,1537,0,NY,White,$75-150k,65+,Male,Post-Grad,Married,Protestant (not born-again),"Occasional
attenders",,registered,0.497000008821487
2008,1366,0,MN,White,$20-40k,65+,Female,Some Coll,Single,Protestant (not born-again),"Very frequent
church attenders",,registered,1.21153843402863
2008,1433,0,FL,White,$75-150k,45-64,Female,Post-Grad,Married,Catholic,Rare attenders,,registered,1
2008,1392,0,ND,White,$75-150k,45-64,Male,Some Coll,Married,Catholic,Frequent attenders,,registered,2.20000004768372
2008,31055,1,GA,Hispanic,$0-20k,45-64,Male,HS,Single,No religion,Nonattenders,,registered,1.79999995231628
2008,2864,1,TX,White,$150k+,45-64,Female,Post-Grad,Married,Protestant (not born-again),Nonattenders,,registered,0.510999977588654
2008,30916,1,AZ,White,$150k+,45-64,Female,Some Coll,Married,Protestant (not born-again),"Occasional
attenders",,registered,2.42222213745117
2008,659,1,FL,White,$75-150k,45-64,Male,Some Coll,Married,Catholic,Rare attenders,,registered,1.8222222328186
2008,612,1,WA,White,$40-75k,65+,Female,Some Coll,Married,Born-again Protestant,Frequent attenders,,registered,1.62222218513489
2008,10692,1,FL,Other,$20-40k,65+,Male,HS,Married,Born-again Protestant,Nonattenders,No Kids,registered,2.53846144676208
2008,1392,1,TN,White,$75-150k,45-64,Female,Some Coll,Married,Born-again Protestant,"Very frequent
church attenders",,registered,1.48888885974884
2008,11168,0,CA,Other,$40-75k,45-64,Male,Coll,Married,Born-again Protestant,Frequent attenders,No Kids,registered,1.28205132484436
2008,80695,1,KY,Hispanic,$40-75k,30-44,Male,Coll,Single,Born-again Protestant,"Occasional
attenders",,registered,5.22222232818604
2008,10034,1,NC,White,$75-150k,45-64,Male,HS,Married,Catholic,Frequent attenders,No Kids,registered,2.9761905670166
2008,1418,1,PA,White,$20-40k,65+,Male,Post-Grad,Married,Born-again Protestant,"Very frequent
church attenders",,registered,1.03333330154419
2008,929,1,GA,Hispanic,$75-150k,30-44,Female,Some Coll,Married,Catholic,Frequent attenders,,registered,4.19999980926514
2008,180,0,CA,White,$20-40k,45-64,Female,Some Coll,Married,Jewish,Nonattenders,,registered,4.97777795791626
2008,50154,1,NC,White,$40-75k,45-64,Female,HS,Married,Born-again Protestant,Rare attenders,,registered,1.44099998474121
2008,170,0,IA,White,$20-40k,45-64,Male,Some Coll,Married,Protestant (not born-again),Nonattenders,No Kids,registered,1.83333337306976
2008,2716,0,ND,Other,$75-150k,18-29,Male,Some Coll,Single,Catholic,"Occasional
attenders",,registered,0.665000021457672
2008,20097,0,NY,White,$75-150k,30-44,Male,Some Coll,Married,Catholic,"Occasional
attenders",Kids,registered,4.4523811340332
2008,197,0,IN,White,$0-20k,45-64,Female,HS,Single,Catholic,"Occasional
attenders",,registered,4.13888883590698
2008,1432,1,FL,White,$75-150k,65+,Male,Some Coll,Married,Catholic,Frequent attenders,,registered,3.23333334922791
2008,20221,1,NC,White,$40-75k,45-64,Female,Some Coll,Married,Born-again Protestant,"Very frequent
church attenders",No Kids,registered,1.61538457870483
2008,20606,0,MD,White,$20-40k,18-29,Male,Coll,Married,Catholic,"Occasional
attenders",,registered,5.01923084259033
2008,30898,0,WA,White,$75-150k,18-29,Female,Some Coll,Single,Protestant (not born-again),Rare attenders,,registered,3.8222222328186
2008,560,0,CA,Hispanic,$75-150k,30-44,Male,Post-Grad,Married,No religion,Nonattenders,,registered,0.91399997472763
2008,1513,1,GA,White,$20-40k,65+,Male,HS,Married,Born-again Protestant,"Very frequent
church attenders",No Kids,registered,2.19047617912292
2008,11024,0,TX,Other,$75-150k,45-64,Male,Coll,Married,Protestant (not born-again),,Kids,registered,1.85714280605316
2008,1364,1,LA,White,$0-20k,45-64,Male,HS,Single,No religion,,No Kids,registered,3.65714287757874
2008,20518,0,WI,White,$75-150k,45-64,Female,Post-Grad,Married,No religion,Rare attenders,,registered,1.11538457870483
2008,2551,0,NV,Hispanic,$20-40k,45-64,Male,< HS,Married,Catholic,Nonattenders,,registered,1.89400005340576
2008,581,0,NC,Black,$20-40k,45-64,Male,Some Coll,Married,Born-again Protestant,Frequent attenders,,registered,1.86111116409302
2008,1202,1,WI,Other,$40-75k,65+,Female,HS,Single,Born-again Protestant,,,registered,2.70000004768372
2008,968,1,ME,White,$75-150k,45-64,Female,Post-Grad,Single,No religion,Nonattenders,,registered,0.610000014305115
2008,1401,1,WI,White,$40-75k,30-44,Male,Some Coll,Married,No religion,,Kids,registered,2.59999990463257
2008,10543,1,NC,White,$75-150k,30-44,Male,Some Coll,Married,Born-again Protestant,Nonattenders,Kids,registered,3.2564103603363
2008,1699,0,AZ,White,$40-75k,45-64,Female,Post-Grad,Single,Born-again Protestant,Frequent attenders,,registered,0.675999999046326
2008,305,0,OK,White,$40-75k,65+,Female,HS,Single,Catholic,,No Kids,registered,3.42857146263123
2008,142,0,OH,White,$40-75k,30-44,Female,Post-Grad,Married,Protestant (not born-again),,Kids,registered,4.77142858505249
2008,80122,0,OH,White,$40-75k,30-44,Male,Some Coll,Single,Catholic,Frequent attenders,,registered,3.22222232818604
2008,80245,0,OH,White,$20-40k,30-44,Male,HS,Single,Catholic,Nonattenders,,registered,6.11111116409302
2008,511,0,CO,White,$40-75k,30-44,Male,Some Coll,Married,Protestant (not born-again),"Occasional
attenders",,registered,0.566999971866608
2008,1342,0,NC,Black,$75-150k,30-44,Male,Some Coll,Married,Born-again Protestant,Rare attenders,Kids,registered,2.59259247779846
2008,80511,0,MN,White,$20-40k,45-64,Female,Some Coll,Single,Protestant (not born-again),Nonattenders,,registered,3.24444437026978
2008,1293,1,TX,White,$20-40k,65+,Male,Coll,Married,Protestant (not born-again),"Very frequent
church attenders",,registered,0.492000013589859
2008,20327,1,IL,White,$40-75k,18-29,Female,HS,Single,Catholic,Nonattenders,,registered,3.28571438789368
2008,855,0,GA,White,$75-150k,30-44,Female,Some Coll,Married,Protestant (not born-again),Rare attenders,Kids,registered,4.61538457870483
2008,1483,1,OH,White,$0-20k,45-64,Male,HS,Single,Protestant (not born-again),Rare attenders,,registered,1.79591834545135
2008,1173,1,OR,White,$75-150k,30-44,Female,HS,Married,Born-again Protestant,Rare attenders,Kids,registered,5.51282072067261
2008,262,1,UT,White,$75-150k,45-64,Male,< HS,Married,Mormon,Frequent attenders,,registered,6.40000009536743
2008,10324,1,IA,White,$40-75k,45-64,Male,Some Coll,Married,Born-again Protestant,,No Kids,registered,1.45714282989502
2008,945,1,AL,White,$75-150k,30-44,Female,Some Coll,Single,Born-again Protestant,Frequent attenders,Kids,registered,3.22222232818604
2008,2854,0,OK,White,$20-40k,45-64,Female,Some Coll,Married,Born-again Protestant,Frequent attenders,,registered,0.518999993801117
2008,20034,1,NY,White,$150k+,30-44,Female,Post-Grad,Married,,"Occasional
attenders",No Kids,registered,2.71428561210632
2008,1591,1,IL,White,$0-20k,45-64,Male,HS,Married,Catholic,"Occasional
attenders",,registered,1.23699998855591
2008,70658,1,OH,White,$20-40k,45-64,Male,Some Coll,Married,,Frequent attenders,No Kids,registered,3.80952382087708
2008,70069,1,GA,White,$150k+,45-64,Male,HS,Married,Protestant (not born-again),Nonattenders,No Kids,registered,2.30952382087708
2008,1853,0,IL,White,$75-150k,45-64,Female,Post-Grad,Married,Protestant (not born-again),Frequent attenders,,registered,1.61111116409302
2008,724,0,OR,White,$75-150k,65+,Female,Coll,Single,Protestant (not born-again),,No Kids,registered,1.68571424484253
2008,190,1,NC,White,$75-150k,45-64,Female,Coll,Married,Born-again Protestant,,No Kids,registered,1.85714280605316
2008,420,0,CO,White,$40-75k,65+,Female,Some Coll,Married,Born-again Protestant,,No Kids,registered,1.22857141494751
2008,398,0,TN,Black,$40-75k,45-64,Male,Some Coll,Single,Protestant (not born-again),Frequent attenders,,registered,3.43333339691162
2008,11374,1,OH,White,$75-150k,45-64,Male,Some Coll,Married,Born-again Protestant,Frequent attenders,Kids,registered,2.12820506095886
2008,1549,0,PA,White,$150k+,45-64,Female,Post-Grad,Married,Born-again Protestant,Frequent attenders,,registered,0.703000009059906
2008,30226,1,FL,White,$20-40k,18-29,Male,Some Coll,Single,Protestant (not born-again),"Occasional
attenders",,registered,1
2008,681,0,FL,White,$40-75k,18-29,Male,Coll,Single,Catholic,Rare attenders,No Kids,registered,3.7619047164917
2008,11041,0,TX,White,$150k+,45-64,Male,Post-Grad,Married,Jewish,Rare attenders,Kids,registered,2.1538462638855
2008,10559,0,SC,White,$40-75k,65+,Male,HS,Married,Born-again Protestant,"Very frequent
church attenders",No Kids,registered,1.95238089561462
2008,10794,1,FL,White,$40-75k,65+,Male,Coll,Married,Catholic,Frequent attenders,No Kids,registered,1.11904764175415
2008,883,1,CA,White,$75-150k,30-44,Male,Some Coll,Married,No religion,Nonattenders,,registered,1.13100004196167
2008,1515,1,GA,Other,$40-75k,45-64,Female,Some Coll,Married,Born-again Protestant,Frequent attenders,,registered,1.55555558204651
2008,1238,1,NJ,White,$40-75k,45-64,Male,HS,Married,Catholic,,No Kids,registered,5.05714273452759
2008,11458,1,UT,White,$40-75k,30-44,Female,Post-Grad,Married,Catholic,Frequent attenders,Kids,registered,3.2380952835083
2008,412,1,CA,White,$75-150k,45-64,Male,Coll,Married,Mormon,,No Kids,registered,2.7428572177887
2008,1166,0,NY,White,$40-75k,45-64,Male,Some Coll,Single,No religion,Rare attenders,,registered,2.04444456100464
2008,30626,1,IL,White,$20-40k,65+,Male,Some Coll,Married,Born-again Protestant,Frequent attenders,,registered,1.8222222328186
2008,841,1,TX,White,$75-150k,65+,Male,Post-Grad,Single,Protestant (not born-again),Rare attenders,No Kids,registered,1.11904764175415
2008,1104,0,MA,White,$75-150k,30-44,Female,Post-Grad,Married,Jewish,Frequent attenders,,registered,1.04299998283386
2008,30038,1,CA,Hispanic,$40-75k,18-29,Male,Coll,Married,No religion,Frequent attenders,,registered,3
2008,263,1,NJ,White,$150k+,65+,Male,Post-Grad,Married,Catholic,"Very frequent
church attenders",,registered,0.540000021457672
2008,1915,1,CA,White,$40-75k,65+,Female,Some Coll,Single,Protestant (not born-again),Nonattenders,,registered,0.492000013589859
2008,133,1,IA,Other,$40-75k,45-64,Male,< HS,Single,Protestant (not born-again),Nonattenders,,registered,3.02777767181396
2008,985,0,CA,Hispanic,$20-40k,45-64,Female,Some Coll,Single,Born-again Protestant,Frequent attenders,No Kids,registered,8.40740776062012
2008,20331,1,MI,White,$75-150k,65+,Male,Post-Grad,Married,Born-again Protestant,"Very frequent
church attenders",No Kids,registered,1.11904764175415
2008,1263,1,NY,White,$75-150k,18-29,Male,Some Coll,Single,Catholic,"Occasional
attenders",,registered,1.29900002479553
2008,898,1,TN,White,$75-150k,45-64,Male,HS,Single,Born-again Protestant,Frequent attenders,,registered,0.794000029563904
2008,20751,1,MO,White,$75-150k,30-44,Male,HS,Married,Protestant (not born-again),Nonattenders,Kids,registered,2.56410264968872
2008,11231,1,WI,White,$40-75k,18-29,Male,HS,Married,Protestant (not born-again),Rare attenders,Kids,registered,3.5
2008,1487,0,MO,White,$0-20k,45-64,Female,Some Coll,Single,Born-again Protestant,Frequent attenders,,registered,1.58333337306976
2008,30295,1,OH,White,$20-40k,65+,Female,< HS,Single,Born-again Protestant,Rare attenders,,registered,4.88888883590698
2008,30187,0,IL,White,$75-150k,18-29,Female,Coll,Married,Catholic,Frequent attenders,,registered,2.95918369293213
2008,519,0,OR,White,$75-150k,65+,Male,Post-Grad,Single,Protestant (not born-again),Frequent attenders,,registered,0.493000000715256
2008,305,0,IL,White,$40-75k,65+,Female,Coll,Married,Catholic,"Occasional
attenders",No Kids,registered,1
2008,20307,0,PA,White,$40-75k,30-44,Male,HS,Single,Catholic,"Occasional
attenders",Kids,registered,7.96296310424805
2008,31097,1,WA,White,$0-20k,30-44,Female,Some Coll,Single,Born-again Protestant,"Occasional
attenders",,registered,2.59999990463257
2008,490,0,MO,White,$40-75k,45-64,Female,Some Coll,Single,Protestant (not born-again),"Occasional
attenders",,registered,2.05769228935242
2008,11423,0,OR,White,$40-75k,30-44,Female,Some Coll,Married,No religion,Nonattenders,Kids,registered,4.11904764175415
2008,11011,0,MA,Other,$20-40k,18-29,Male,HS,Single,No religion,Rare attenders,No Kids,registered,1.61538457870483
2008,11250,1,PA,White,$40-75k,30-44,Male,Coll,Single,Catholic,Rare attenders,No Kids,registered,3.90476179122925
2008,1309,1,MO,White,$20-40k,45-64,Female,HS,Married,Born-again Protestant,"Very frequent
church attenders",,registered,2.85714292526245
2008,80795,1,CA,White,$150k+,65+,Male,Some Coll,Married,Catholic,Frequent attenders,,registered,2
2008,20964,1,GA,White,$20-40k,65+,Male,Some Coll,Married,Born-again Protestant,Rare attenders,,registered,2.19230771064758
2008,20115,0,IN,White,$0-20k,30-44,Female,Coll,Single,No religion,Nonattenders,No Kids,registered,2.37037038803101
2008,78,0,KY,White,$75-150k,18-29,Female,Post-Grad,Married,Protestant (not born-again),"Occasional
attenders",,registered,0.59500002861023
2008,497,0,MN,White,$20-40k,30-44,Female,Some Coll,Married,Protestant (not born-again),Frequent attenders,,registered,0.625
2008,80505,1,WI,White,$40-75k,30-44,Female,Coll,Married,,Nonattenders,,registered,3.13333344459534
2008,70525,1,MA,Hispanic,$40-75k,18-29,Male,Some Coll,Married,Born-again Protestant,"Very frequent
church attenders",Kids,registered,6.1538462638855
2008,994,1,TX,White,$40-75k,65+,Male,Post-Grad,Married,Catholic,"Very frequent
church attenders",,registered,1.1777777671814
2008,844,0,OR,White,$40-75k,45-64,Female,Coll,Single,Other religion,Nonattenders,,registered,1.56666672229767
